attribute,weights
Sterile,"{'00068-03': Decimal('1'), '00050-06': Decimal('1'), '00002-05': Decimal('1'), '00038-05': Decimal('1'), '00036-05': Decimal('1'), '00070-11': Decimal('1'), '00016-12': Decimal('1'), '00035-08': Decimal('1'), '00079-03': Decimal('1'), '00032-03': Decimal('1'), '00076-01': Decimal('1'), '00010-05': Decimal('1'), '00047-12': Decimal('1'), '00065-06': Decimal('1'), '00061-03': Decimal('1'), '00040-02': Decimal('1'), '00063-12': Decimal('1'), '00042-10': Decimal('1')}"
Focused,"{'00017-01': Decimal('1'), '00046-06': Decimal('1'), '00019-07': Decimal('1'), '00021-06': Decimal('1'), '00058-12': Decimal('1'), '00015-04': Decimal('1'), '00015-02': Decimal('1'), '00012-10': Decimal('1'), '00033-10': Decimal('1'), '00054-12': Decimal('1'), '00003-01': Decimal('1'), '00003-05': Decimal('1'), '00048-12': Decimal('1'), '00049-06': Decimal('1'), '00045-02': Decimal('1'), '00049-04': Decimal('1'), '00070-07': Decimal('1'), '00001-05': Decimal('1'), '00020-05': Decimal('1'), '00016-07': Decimal('1'), '00073-12': Decimal('1'), '00050-12': Decimal('1'), '00016-01': Decimal('1'), '00034-04': Decimal('1'), '00006-07': Decimal('1'), '00061-09': Decimal('1'), '00061-03': Decimal('1'), '00001-10': Decimal('1'), '00046-03': Decimal('1')}"
Sparkly,"{'00046-05': Decimal('1'), '00073-08': Decimal('1'), '00017-04': Decimal('1'), '00055-05': Decimal('1'), '00055-04': Decimal('1'), '00074-04': Decimal('1'), '00056-05': Decimal('2'), '00054-10': Decimal('1'), '00077-02': Decimal('1'), '00031-08': Decimal('1'), '00011-06': Decimal('1'), '00048-12': Decimal('1'), '00061-03': Decimal('1'), '00024-11': Decimal('1')}"
Dull,"{'00069-03': Decimal('1'), '00039-10': Decimal('1'), '00044-09': Decimal('1'), '00036-02': Decimal('1'), '00070-10': Decimal('1'), '00036-04': Decimal('1'), '00075-08': Decimal('1'), '00056-12': Decimal('1'), '00075-07': Decimal('1'), '00033-03': Decimal('1'), '00007-03': Decimal('2'), '00005-02': Decimal('1'), '00056-09': Decimal('1'), '00012-05': Decimal('1'), '00062-05': Decimal('1'), '00063-11': Decimal('1'), '00041-02': Decimal('1'), '00064-03': Decimal('1'), '00047-09': Decimal('1'), '00018-03': Decimal('1'), '00001-09': Decimal('1'), '00067-12': Decimal('1'), '00070-03': Decimal('1'), '00055-03': Decimal('1'), '00063-09': Decimal('1'), '00027-06': Decimal('1'), '00022-12': Decimal('1'), '00021-01': Decimal('1'), '00062-10': Decimal('1'), '00062-11': Decimal('1'), '00041-12': Decimal('1')}"
Distorted,"{'00044-04': Decimal('1'), '00044-03': Decimal('1'), '00039-11': Decimal('1'), '00039-10': Decimal('1'), '00019-08': Decimal('1'), '00021-08': Decimal('1'), '00068-10': Decimal('1'), '00002-05': Decimal('1'), '00054-09': Decimal('1'), '00015-01': Decimal('1'), '00073-04': Decimal('1'), '00077-10': Decimal('1'), '00058-09': Decimal('1'), '00048-12': Decimal('1'), '00047-01': Decimal('1'), '00024-04': Decimal('1'), '00028-05': Decimal('1'), '00021-12': Decimal('1'), '00068-07': Decimal('1'), '00070-05': Decimal('1'), '00022-08': Decimal('1'), '00018-04': Decimal('1'), '00011-10': Decimal('1'), '00050-10': Decimal('1'), '00015-12': Decimal('1'), '00053-04': Decimal('1'), '00014-01': Decimal('1'), '00039-03': Decimal('1'), '00032-10': Decimal('1'), '00011-07': Decimal('1'), '00004-01': Decimal('1'), '00032-02': Decimal('1'), '00057-08': Decimal('1'), '00011-04': Decimal('1'), '00063-08': Decimal('1'), '00011-06': Decimal('1'), '00011-05': Decimal('1'), '00008-01': Decimal('1'), '00080-06': Decimal('1'), '00042-02': Decimal('1'), '00023-09': Decimal('1'), '00020-12': Decimal('1'), '00075-04': Decimal('1'), '00036-04': Decimal('1'), '00072-10': Decimal('1'), '00056-12': Decimal('1'), '00032-01': Decimal('2'), '00053-12': Decimal('1'), '00007-04': Decimal('1'), '00078-01': Decimal('1'), '00004-12': Decimal('1'), '00078-03': Decimal('1'), '00062-08': Decimal('1'), '00056-09': Decimal('1'), '00079-11': Decimal('1'), '00033-08': Decimal('2'), '00062-03': Decimal('1'), '00046-11': Decimal('1'), '00026-06': Decimal('1'), '00066-06': Decimal('1'), '00045-03': Decimal('1'), '00045-02': Decimal('1'), '00042-11': Decimal('1'), '00072-08': Decimal('1'), '00068-03': Decimal('1'), '00020-02': Decimal('1'), '00045-07': Decimal('1'), '00049-08': Decimal('1'), '00051-08': Decimal('1'), '00045-09': Decimal('1'), '00072-01': Decimal('1'), '00058-03': Decimal('1'), '00013-11': Decimal('1'), '00058-05': Decimal('1'), '00037-02': Decimal('1'), '00030-01': Decimal('1'), '00003-11': Decimal('2'), '00079-03': Decimal('1'), '00013-07': Decimal('1'), '00061-07': Decimal('1'), '00065-07': Decimal('1'), '00061-03': Decimal('1'), '00065-06': Decimal('1'), '00024-11': Decimal('1')}"
Thumping,"{'00048-08': Decimal('1'), '00018-06': Decimal('1'), '00027-08': Decimal('1'), '00011-10': Decimal('1'), '00015-03': Decimal('1'), '00016-03': Decimal('1'), '00055-11': Decimal('1'), '00014-08': Decimal('1'), '00063-08': Decimal('1'), '00013-07': Decimal('1'), '00003-02': Decimal('1'), '00006-08': Decimal('1'), '00027-06': Decimal('1'), '00049-02': Decimal('1'), '00048-10': Decimal('1'), '00021-12': Decimal('1')}"
Greasy,"{'00050-07': Decimal('1'), '00042-05': Decimal('1'), '00018-07': Decimal('1'), '00022-05': Decimal('1'), '00003-08': Decimal('1'), '00037-05': Decimal('1'), '00014-12': Decimal('1'), '00053-12': Decimal('1'), '00076-10': Decimal('1'), '00056-06': Decimal('1'), '00009-04': Decimal('1'), '00010-02': Decimal('1'), '00028-07': Decimal('1'), '00002-02': Decimal('1'), '00041-05': Decimal('1'), '00045-10': Decimal('1'), '00002-01': Decimal('1'), '00021-12': Decimal('1')}"
Clear,"{'00044-04': Decimal('1'), '00044-03': Decimal('1'), '00019-05': Decimal('1'), '00021-06': Decimal('1'), '00002-05': Decimal('1'), '00059-01': Decimal('1'), '00033-12': Decimal('1'), '00009-04': Decimal('1'), '00005-05': Decimal('1'), '00045-03': Decimal('1'), '00047-02': Decimal('1'), '00020-03': Decimal('1'), '00070-07': Decimal('2'), '00068-01': Decimal('1'), '00028-09': Decimal('1'), '00038-12': Decimal('1'), '00056-01': Decimal('1'), '00018-01': Decimal('1'), '00032-07': Decimal('1'), '00030-06': Decimal('1'), '00025-03': Decimal('1'), '00061-03': Decimal('1'), '00049-11': Decimal('1'), '00008-01': Decimal('1'), '00021-01': Decimal('1'), '00025-01': Decimal('1'), '00063-02': Decimal('1'), '00044-01': Decimal('1')}"
Glassy,"{'00018-04': Decimal('1'), '00065-12': Decimal('1'), '00026-07': Decimal('1'), '00018-09': Decimal('1'), '00013-04': Decimal('1'), '00056-12': Decimal('1'), '00014-01': Decimal('1'), '00018-11': Decimal('1'), '00003-01': Decimal('1'), '00007-03': Decimal('1'), '00056-08': Decimal('1'), '00015-07': Decimal('1'), '00024-03': Decimal('1'), '00021-01': Decimal('1'), '00069-08': Decimal('1'), '00040-11': Decimal('1')}"
Grind,"{'00001-09': Decimal('1'), '00065-11': Decimal('1'), '00019-08': Decimal('1'), '00045-08': Decimal('1'), '00038-04': Decimal('1'), '00004-09': Decimal('1'), '00018-10': Decimal('2'), '00016-12': Decimal('1'), '00057-05': Decimal('1'), '00004-11': Decimal('1'), '00004-12': Decimal('1'), '00008-04': Decimal('1'), '00061-06': Decimal('1'), '00031-07': Decimal('1'), '00046-11': Decimal('1'), '00064-08': Decimal('1'), '00065-02': Decimal('1'), '00009-02': Decimal('1'), '00024-11': Decimal('1'), '00045-02': Decimal('1')}"
Edgy,"{'00042-02': Decimal('1'), '00046-08': Decimal('1'), '00066-10': Decimal('1'), '00025-09': Decimal('1'), '00079-09': Decimal('1'), '00054-04': Decimal('1'), '00050-01': Decimal('1'), '00016-11': Decimal('1'), '00058-09': Decimal('1'), '00039-09': Decimal('1'), '00062-05': Decimal('1'), '00040-12': Decimal('1'), '00022-03': Decimal('1'), '00053-06': Decimal('1'), '00055-07': Decimal('1'), '00076-04': Decimal('1'), '00039-03': Decimal('1'), '00055-03': Decimal('1'), '00054-01': Decimal('1'), '00008-04': Decimal('1'), '00025-03': Decimal('1'), '00029-09': Decimal('1'), '00048-04': Decimal('1'), '00063-02': Decimal('1'), '00026-12': Decimal('1')}"
Buzzy,"{'00064-11': Decimal('1'), '00068-11': Decimal('1'), '00077-03': Decimal('1'), '00070-11': Decimal('1'), '00015-01': Decimal('1'), '00073-03': Decimal('1'), '00031-02': Decimal('1'), '00080-10': Decimal('1'), '00012-05': Decimal('1'), '00068-08': Decimal('1'), '00021-12': Decimal('1'), '00028-01': Decimal('1'), '00047-03': Decimal('1'), '00066-01': Decimal('1'), '00074-08': Decimal('1'), '00022-05': Decimal('1'), '00039-03': Decimal('1'), '00035-01': Decimal('1'), '00036-07': Decimal('1'), '00022-10': Decimal('1'), '00029-03': Decimal('1'), '00004-08': Decimal('1'), '00075-03': Decimal('1'), '00072-10': Decimal('1'), '00014-11': Decimal('1'), '00018-10': Decimal('1'), '00007-04': Decimal('1'), '00037-08': Decimal('1'), '00075-10': Decimal('1'), '00079-10': Decimal('1'), '00026-03': Decimal('1'), '00046-11': Decimal('1'), '00062-05': Decimal('1'), '00045-02': Decimal('1'), '00066-04': Decimal('1'), '00073-12': Decimal('1'), '00072-01': Decimal('1'), '00055-08': Decimal('1'), '00013-12': Decimal('1'), '00020-09': Decimal('1'), '00013-10': Decimal('1'), '00016-03': Decimal('1'), '00058-04': Decimal('1'), '00037-02': Decimal('1'), '00013-09': Decimal('1'), '00079-03': Decimal('1'), '00065-07': Decimal('1'), '00027-06': Decimal('1'), '00049-12': Decimal('1')}"
Gritty,"{'00044-03': Decimal('1'), '00021-02': Decimal('1'), '00068-11': Decimal('1'), '00025-06': Decimal('1'), '00017-07': Decimal('1'), '00015-04': Decimal('1'), '00057-01': Decimal('1'), '00015-01': Decimal('1'), '00018-12': Decimal('1'), '00030-12': Decimal('1'), '00007-04': Decimal('2'), '00054-12': Decimal('1'), '00007-05': Decimal('1'), '00004-12': Decimal('1'), '00003-02': Decimal('1'), '00079-11': Decimal('1'), '00031-08': Decimal('1'), '00035-09': Decimal('1'), '00064-08': Decimal('1'), '00026-05': Decimal('1'), '00060-04': Decimal('1'), '00028-03': Decimal('1'), '00047-04': Decimal('1'), '00068-07': Decimal('1'), '00068-06': Decimal('1'), '00047-03': Decimal('1'), '00066-01': Decimal('2'), '00070-05': Decimal('1'), '00045-09': Decimal('1'), '00051-08': Decimal('1'), '00073-12': Decimal('1'), '00053-03': Decimal('1'), '00072-04': Decimal('1'), '00055-03': Decimal('1'), '00034-07': Decimal('1'), '00013-09': Decimal('1'), '00003-11': Decimal('1'), '00030-08': Decimal('1'), '00069-09': Decimal('1'), '00028-12': Decimal('1'), '00063-03': Decimal('1'), '00067-05': Decimal('1'), '00026-12': Decimal('1')}"
Open,"{'00021-05': Decimal('1'), '00044-04': Decimal('1'), '00067-03': Decimal('1'), '00039-11': Decimal('1'), '00021-02': Decimal('1'), '00073-07': Decimal('1'), '00071-09': Decimal('1'), '00025-09': Decimal('1'), '00002-05': Decimal('1'), '00059-01': Decimal('1'), '00015-02': Decimal('1'), '00012-10': Decimal('1'), '00054-02': Decimal('1'), '00052-10': Decimal('1'), '00031-03': Decimal('1'), '00023-12': Decimal('1'), '00045-02': Decimal('1'), '00066-04': Decimal('1'), '00008-11': Decimal('1'), '00043-04': Decimal('1'), '00070-07': Decimal('1'), '00067-11': Decimal('1'), '00068-01': Decimal('1'), '00049-08': Decimal('1'), '00024-07': Decimal('1'), '00037-02': Decimal('1'), '00004-04': Decimal('1'), '00008-08': Decimal('1'), '00046-04': Decimal('1')}"
Dirty,"{'00042-02': Decimal('1'), '00044-03': Decimal('1'), '00023-09': Decimal('1'), '00071-05': Decimal('1'), '00021-02': Decimal('1'), '00068-11': Decimal('1'), '00027-08': Decimal('1'), '00002-06': Decimal('1'), '00054-09': Decimal('1'), '00072-10': Decimal('1'), '00054-05': Decimal('1'), '00056-11': Decimal('1'), '00015-01': Decimal('1'), '00073-04': Decimal('1'), '00037-12': Decimal('1'), '00019-02': Decimal('1'), '00077-06': Decimal('1'), '00014-08': Decimal('1'), '00003-03': Decimal('1'), '00064-09': Decimal('1'), '00037-08': Decimal('1'), '00007-06': Decimal('1'), '00064-08': Decimal('1'), '00021-12': Decimal('1'), '00045-01': Decimal('1'), '00061-10': Decimal('1'), '00007-01': Decimal('1'), '00042-11': Decimal('1'), '00070-05': Decimal('1'), '00072-08': Decimal('1'), '00018-04': Decimal('1'), '00051-08': Decimal('1'), '00022-05': Decimal('1'), '00011-10': Decimal('1'), '00050-10': Decimal('1'), '00013-11': Decimal('1'), '00015-12': Decimal('1'), '00004-01': Decimal('1'), '00061-07': Decimal('1'), '00015-07': Decimal('1'), '00040-05': Decimal('1')}"
Soft,"{'00043-02': Decimal('1'), '00050-06': Decimal('1'), '00052-06': Decimal('1'), '00051-03': Decimal('1'), '00052-04': Decimal('1'), '00058-02': Decimal('1'), '00053-02': Decimal('1'), '00017-11': Decimal('1'), '00028-11': Decimal('1'), '00078-11': Decimal('1'), '00061-06': Decimal('1'), '00031-06': Decimal('1'), '00014-06': Decimal('1'), '00015-08': Decimal('1'), '00025-05': Decimal('1'), '00001-10': Decimal('1'), '00047-04': Decimal('1')}"
Shrill,"{'00044-06': Decimal('1'), '00064-11': Decimal('1'), '00017-04': Decimal('1'), '00025-07': Decimal('1'), '00036-03': Decimal('1'), '00056-04': Decimal('1'), '00031-06': Decimal('1'), '00062-07': Decimal('1'), '00028-05': Decimal('1'), '00009-02': Decimal('1'), '00045-03': Decimal('1'), '00043-03': Decimal('1'), '00020-02': Decimal('1'), '00045-06': Decimal('1'), '00043-07': Decimal('1'), '00071-10': Decimal('1'), '00003-07': Decimal('1'), '00051-06': Decimal('1'), '00039-02': Decimal('1'), '00053-04': Decimal('1'), '00037-02': Decimal('1'), '00061-07': Decimal('1'), '00006-07': Decimal('1'), '00022-11': Decimal('1')}"
Brilliant,"{'00044-04': Decimal('1'), '00071-05': Decimal('1'), '00042-04': Decimal('1'), '00020-05': Decimal('1'), '00010-10': Decimal('1'), '00016-03': Decimal('1'), '00038-01': Decimal('1'), '00050-01': Decimal('1'), '00019-12': Decimal('1'), '00053-02': Decimal('1'), '00052-10': Decimal('1'), '00033-06': Decimal('1'), '00056-07': Decimal('1'), '00003-12': Decimal('1'), '00025-03': Decimal('1'), '00002-04': Decimal('1'), '00065-08': Decimal('1'), '00041-04': Decimal('1'), '00040-02': Decimal('1'), '00043-10': Decimal('1')}"
Bright,"{'00021-05': Decimal('1'), '00044-03': Decimal('1'), '00048-09': Decimal('1'), '00017-07': Decimal('1'), '00050-09': Decimal('1'), '00021-06': Decimal('1'), '00013-01': Decimal('1'), '00015-02': Decimal('1'), '00056-11': Decimal('1'), '00038-01': Decimal('1'), '00015-01': Decimal('1'), '00073-05': Decimal('1'), '00054-02': Decimal('1'), '00055-02': Decimal('1'), '00056-06': Decimal('1'), '00003-01': Decimal('1'), '00078-02': Decimal('1'), '00005-05': Decimal('1'), '00012-07': Decimal('1'), '00005-06': Decimal('2'), '00009-08': Decimal('1'), '00048-12': Decimal('1'), '00022-01': Decimal('1'), '00009-02': Decimal('1'), '00026-02': Decimal('1'), '00066-01': Decimal('1'), '00070-07': Decimal('1'), '00018-09': Decimal('1'), '00005-09': Decimal('1'), '00076-06': Decimal('1'), '00074-03': Decimal('1'), '00003-07': Decimal('1'), '00059-10': Decimal('1'), '00074-01': Decimal('1'), '00057-11': Decimal('1'), '00055-06': Decimal('1'), '00057-12': Decimal('1'), '00011-04': Decimal('1'), '00006-07': Decimal('1'), '00061-02': Decimal('1'), '00061-03': Decimal('1'), '00045-10': Decimal('1'), '00021-01': Decimal('1'), '00027-01': Decimal('1'), '00048-03': Decimal('1')}"
Searing,"{'00076-06': Decimal('1'), '00003-07': Decimal('1'), '00010-01': Decimal('1'), '00010-11': Decimal('1'), '00053-06': Decimal('1'), '00016-03': Decimal('1'), '00070-01': Decimal('1'), '00072-05': Decimal('1'), '00058-05': Decimal('1'), '00037-02': Decimal('1'), '00055-02': Decimal('1'), '00030-12': Decimal('1'), '00060-07': Decimal('1'), '00006-07': Decimal('1'), '00015-07': Decimal('1'), '00027-05': Decimal('1'), '00021-01': Decimal('1'), '00026-02': Decimal('1'), '00041-11': Decimal('1')}"
Sharp,"{'00042-02': Decimal('1'), '00065-01': Decimal('1'), '00019-07': Decimal('1'), '00011-02': Decimal('1'), '00015-02': Decimal('1'), '00019-02': Decimal('1'), '00038-02': Decimal('1'), '00027-10': Decimal('1'), '00033-08': Decimal('1'), '00066-09': Decimal('1'), '00046-11': Decimal('1'), '00026-02': Decimal('1'), '00061-11': Decimal('1'), '00064-04': Decimal('1'), '00042-11': Decimal('1'), '00018-02': Decimal('1'), '00043-04': Decimal('1'), '00026-08': Decimal('1'), '00022-03': Decimal('1'), '00024-05': Decimal('1'), '00028-09': Decimal('1'), '00039-06': Decimal('1'), '00070-01': Decimal('1'), '00058-05': Decimal('1'), '00037-02': Decimal('1'), '00055-03': Decimal('1'), '00078-11': Decimal('1'), '00057-07': Decimal('1'), '00013-05': Decimal('1'), '00008-08': Decimal('1'), '00004-06': Decimal('1'), '00047-11': Decimal('1'), '00045-12': Decimal('1'), '00021-01': Decimal('1'), '00060-12': Decimal('1')}"
Bold,"{'00070-07': Decimal('1'), '00046-05': Decimal('1'), '00018-06': Decimal('1'), '00002-06': Decimal('1'), '00054-06': Decimal('1'), '00070-11': Decimal('1'), '00059-06': Decimal('1'), '00053-12': Decimal('1'), '00070-03': Decimal('1'), '00033-11': Decimal('1'), '00018-12': Decimal('1'), '00032-10': Decimal('1'), '00055-02': Decimal('1'), '00030-12': Decimal('1'), '00031-12': Decimal('1'), '00008-04': Decimal('1'), '00049-10': Decimal('1'), '00012-04': Decimal('1'), '00046-11': Decimal('1'), '00029-05': Decimal('1'), '00024-10': Decimal('1'), '00026-12': Decimal('1')}"
Abrasive,"{'00064-11': Decimal('1'), '00021-02': Decimal('1'), '00068-11': Decimal('1'), '00054-09': Decimal('2'), '00075-04': Decimal('1'), '00075-03': Decimal('1'), '00077-09': Decimal('1'), '00018-10': Decimal('1'), '00015-01': Decimal('1'), '00054-04': Decimal('1'), '00014-10': Decimal('1'), '00077-10': Decimal('1'), '00007-04': Decimal('1'), '00003-02': Decimal('1'), '00062-08': Decimal('1'), '00041-09': Decimal('1'), '00062-03': Decimal('2'), '00047-01': Decimal('1'), '00062-05': Decimal('1'), '00008-11': Decimal('1'), '00024-09': Decimal('1'), '00020-02': Decimal('1'), '00072-07': Decimal('1'), '00043-05': Decimal('1'), '00065-11': Decimal('1'), '00051-08': Decimal('1'), '00071-11': Decimal('1'), '00015-12': Decimal('1'), '00074-05': Decimal('1'), '00058-04': Decimal('1'), '00055-03': Decimal('1'), '00032-04': Decimal('1'), '00011-04': Decimal('1'), '00036-06': Decimal('1'), '00080-09': Decimal('1'), '00023-02': Decimal('1'), '00026-12': Decimal('1')}"
Strident,"{'00065-10': Decimal('1'), '00012-09': Decimal('1'), '00073-01': Decimal('1'), '00065-06': Decimal('1'), '00013-04': Decimal('1'), '00052-02': Decimal('1'), '00045-03': Decimal('1'), '00051-12': Decimal('1')}"
Honky,"{'00069-03': Decimal('1'), '00039-06': Decimal('1'), '00035-10': Decimal('1'), '00036-04': Decimal('1'), '00052-04': Decimal('1'), '00010-01': Decimal('1'), '00019-11': Decimal('1'), '00032-11': Decimal('1'), '00078-04': Decimal('1'), '00009-07': Decimal('1'), '00029-11': Decimal('1'), '00035-07': Decimal('1'), '00033-03': Decimal('1'), '00056-07': Decimal('1'), '00037-09': Decimal('1'), '00013-05': Decimal('1'), '00008-07': Decimal('1'), '00033-08': Decimal('1'), '00005-06': Decimal('1'), '00013-06': Decimal('1'), '00065-07': Decimal('1'), '00067-09': Decimal('1'), '00040-01': Decimal('1')}"
Biting,"{'00022-09': Decimal('1'), '00017-03': Decimal('1'), '00068-10': Decimal('1'), '00027-09': Decimal('1'), '00036-02': Decimal('1'), '00013-01': Decimal('1'), '00053-06': Decimal('1'), '00015-01': Decimal('1'), '00058-04': Decimal('1'), '00052-01': Decimal('1'), '00007-04': Decimal('1'), '00004-10': Decimal('1'), '00004-03': Decimal('1'), '00062-08': Decimal('1'), '00007-07': Decimal('1'), '00061-03': Decimal('1'), '00023-02': Decimal('1'), '00049-11': Decimal('1'), '00048-10': Decimal('1'), '00009-02': Decimal('1'), '00043-10': Decimal('1'), '00026-02': Decimal('1'), '00048-04': Decimal('1')}"
Twangy,"{'00021-05': Decimal('1'), '00044-04': Decimal('1'), '00064-11': Decimal('1'), '00048-08': Decimal('1'), '00073-07': Decimal('1'), '00069-02': Decimal('1'), '00002-05': Decimal('1'), '00038-05': Decimal('1'), '00075-03': Decimal('1'), '00036-03': Decimal('1'), '00013-01': Decimal('1'), '00036-05': Decimal('1'), '00033-12': Decimal('1'), '00057-02': Decimal('1'), '00054-11': Decimal('1'), '00056-06': Decimal('1'), '00005-05': Decimal('1'), '00033-08': Decimal('1'), '00005-06': Decimal('1'), '00026-02': Decimal('1'), '00006-10': Decimal('1'), '00017-12': Decimal('1'), '00070-04': Decimal('1'), '00020-02': Decimal('1'), '00068-01': Decimal('1'), '00067-12': Decimal('1'), '00003-07': Decimal('1'), '00014-03': Decimal('1'), '00029-01': Decimal('1'), '00057-05': Decimal('1'), '00057-06': Decimal('1'), '00076-10': Decimal('1'), '00013-07': Decimal('1'), '00061-07': Decimal('1'), '00013-05': Decimal('1'), '00021-01': Decimal('1')}"
Ringing,"{'00067-03': Decimal('1'), '00052-08': Decimal('1'), '00042-08': Decimal('1'), '00054-08': Decimal('1'), '00013-01': Decimal('1'), '00050-04': Decimal('1'), '00013-02': Decimal('1'), '00019-01': Decimal('1'), '00012-08': Decimal('1'), '00035-06': Decimal('1'), '00005-05': Decimal('1'), '00041-04': Decimal('1'), '00060-03': Decimal('1'), '00043-01': Decimal('1'), '00018-02': Decimal('1'), '00020-05': Decimal('1'), '00005-09': Decimal('1'), '00014-02': Decimal('1'), '00076-08': Decimal('1'), '00039-02': Decimal('1'), '00038-12': Decimal('1'), '00053-01': Decimal('1'), '00058-05': Decimal('1'), '00070-02': Decimal('1'), '00006-01': Decimal('1'), '00004-01': Decimal('1'), '00004-04': Decimal('1'), '00048-01': Decimal('1'), '00021-01': Decimal('1'), '00040-01': Decimal('1'), '00027-03': Decimal('1')}"
Airy,"{'00066-10': Decimal('1'), '00013-03': Decimal('1'), '00013-01': Decimal('1'), '00004-09': Decimal('1'), '00059-01': Decimal('1'), '00052-03': Decimal('1'), '00031-06': Decimal('1'), '00005-05': Decimal('1'), '00037-09': Decimal('1'), '00041-06': Decimal('1'), '00066-05': Decimal('1'), '00007-01': Decimal('1'), '00042-12': Decimal('1'), '00068-01': Decimal('1'), '00014-04': Decimal('1'), '00057-12': Decimal('1'), '00037-02': Decimal('1'), '00039-03': Decimal('1'), '00059-08': Decimal('1'), '00008-03': Decimal('1'), '00011-09': Decimal('1'), '00063-09': Decimal('1'), '00001-12': Decimal('1'), '00025-01': Decimal('1')}"
Smooth,"{'00064-11': Decimal('1'), '00075-07': Decimal('1'), '00056-05': Decimal('1'), '00005-02': Decimal('1'), '00007-03': Decimal('1'), '00001-03': Decimal('1'), '00001-01': Decimal('1'), '00047-04': Decimal('1'), '00070-07': Decimal('1'), '00043-04': Decimal('1'), '00057-11': Decimal('1'), '00058-02': Decimal('1'), '00055-04': Decimal('1'), '00034-12': Decimal('1'), '00016-01': Decimal('1'), '00078-12': Decimal('1'), '00032-06': Decimal('1'), '00061-09': Decimal('1'), '00065-06': Decimal('1'), '00040-05': Decimal('1'), '00023-02': Decimal('1'), '00061-05': Decimal('1'), '00044-01': Decimal('1'), '00063-03': Decimal('1')}"
Punchy,"{'00070-05': Decimal('1'), '00066-12': Decimal('1'), '00067-02': Decimal('1'), '00001-09': Decimal('2'), '00020-08': Decimal('1'), '00010-12': Decimal('1'), '00053-04': Decimal('1'), '00056-01': Decimal('1'), '00014-12': Decimal('1'), '00015-11': Decimal('1'), '00055-03': Decimal('1'), '00054-02': Decimal('1'), '00014-10': Decimal('1'), '00012-09': Decimal('1'), '00009-04': Decimal('1'), '00034-04': Decimal('1'), '00013-07': Decimal('1'), '00063-09': Decimal('1'), '00011-03': Decimal('1'), '00013-08': Decimal('1'), '00029-05': Decimal('1'), '00069-07': Decimal('1'), '00042-11': Decimal('1')}"
Compressed,"{'00023-09': Decimal('1'), '00039-11': Decimal('1'), '00021-02': Decimal('1'), '00017-07': Decimal('1'), '00035-10': Decimal('1'), '00059-02': Decimal('1'), '00059-01': Decimal('1'), '00051-12': Decimal('1'), '00009-07': Decimal('1'), '00005-02': Decimal('1'), '00062-07': Decimal('1'), '00003-03': Decimal('1'), '00079-11': Decimal('2'), '00037-09': Decimal('1'), '00033-08': Decimal('2'), '00024-02': Decimal('1'), '00046-11': Decimal('1'), '00060-04': Decimal('1'), '00045-03': Decimal('1'), '00042-11': Decimal('1'), '00072-08': Decimal('1'), '00045-04': Decimal('2'), '00022-09': Decimal('2'), '00065-12': Decimal('1'), '00068-02': Decimal('1'), '00045-06': Decimal('1'), '00045-09': Decimal('2'), '00024-05': Decimal('1'), '00022-04': Decimal('1'), '00024-08': Decimal('1'), '00053-05': Decimal('1'), '00039-08': Decimal('1'), '00053-04': Decimal('1'), '00053-01': Decimal('1'), '00055-03': Decimal('1'), '00003-11': Decimal('1'), '00008-03': Decimal('1'), '00079-04': Decimal('1'), '00074-10': Decimal('1'), '00061-07': Decimal('1'), '00006-07': Decimal('1'), '00024-12': Decimal('1'), '00023-02': Decimal('1'), '00022-12': Decimal('1'), '00001-10': Decimal('1'), '00065-02': Decimal('1'), '00028-12': Decimal('1')}"
Muffled,"{'00048-09': Decimal('1'), '00019-05': Decimal('1'), '00068-11': Decimal('1'), '00021-06': Decimal('1'), '00054-09': Decimal('1'), '00054-08': Decimal('1'), '00070-10': Decimal('1'), '00050-04': Decimal('1'), '00070-11': Decimal('1'), '00034-02': Decimal('1'), '00077-05': Decimal('1'), '00029-12': Decimal('1'), '00029-10': Decimal('1'), '00012-09': Decimal('1'), '00080-10': Decimal('1'), '00064-08': Decimal('1'), '00068-09': Decimal('1'), '00009-02': Decimal('1'), '00064-04': Decimal('1'), '00018-03': Decimal('1'), '00018-04': Decimal('1'), '00022-04': Decimal('1'), '00053-07': Decimal('1'), '00075-12': Decimal('1'), '00063-09': Decimal('1'), '00063-05': Decimal('1'), '00022-12': Decimal('1'), '00080-07': Decimal('1'), '00025-04': Decimal('1'), '00026-11': Decimal('1'), '00069-01': Decimal('1'), '00059-02': Decimal('1'), '00052-04': Decimal('1'), '00036-05': Decimal('1'), '00052-03': Decimal('1'), '00014-10': Decimal('1'), '00027-10': Decimal('1'), '00033-03': Decimal('1'), '00045-03': Decimal('1'), '00045-02': Decimal('1'), '00068-02': Decimal('1'), '00037-04': Decimal('1'), '00051-03': Decimal('1'), '00020-09': Decimal('1'), '00072-04': Decimal('1'), '00030-01': Decimal('1'), '00003-10': Decimal('1'), '00061-09': Decimal('1'), '00024-12': Decimal('1'), '00049-12': Decimal('1'), '00065-03': Decimal('1'), '00040-01': Decimal('1'), '00062-11': Decimal('1')}"
